"Ирида капучино глухая","Основой двери ИРИДА&nbsp;является комбинированный каркас из массива сосны и МДФ. Места, где на дверное полотно устанавливается фурнитура, &nbsp;оснащены дополнительным бруском. Накладка на дверь изготавливается методом горячего прессования, благодаря которому поверхность двери получается рельефно..","4 702 руб.",http://belwooddoors.ru/image/cache/data/123/irda_kap_dg-100x200.png,http://belwooddoors.ru/doors?product_id=435,"Шпонированные двери / Двери экошпон"
"АЛЯСКА 03 Шервуд","Модель Аляска 03 изготовлена из соснового массива. Изделие покрыто специальным составом из полипропилена. Состав покрытия предупреждает разрушение от влаги, жары. Он безопасен для окружающих и не содержит в примесей фенола и формальдегида.    	&nbsp;    	Филенки и стоевые элементы модели выполнен..","3 689 руб.",http://belwooddoors.ru/image/no_door.jpg,http://belwooddoors.ru/doors?product_id=446,"Шпонированные двери / Двери экошпон"
"Юнита 208 ДО Серый Дуб","Межкомнатные белорусские двери Belwooddoors Уника Серый Дуб остекленная.    	белорусская дверь Belwooddoors Юнита 208 Серый дуб ДО с покрытием экошпон выполнена в стиле минимализм, в спокойной, сдержанной цветовой гамме. Дверь имеет полоску-вставку из стекла и оснащена высококачественной фурнитур..","8 345 руб.",http://belwooddoors.ru/image/cache/data/123/unita_208_seryi_dub_po-100x200.jpg,http://belwooddoors.ru/doors?product_id=414,"Шпонированные двери / Двери экошпон"
"Ирида слоновая кость остекленная ","Основой двери ИРИДА&nbsp;является комбинированный каркас из массива сосны и МДФ. Места, где на дверное полотно устанавливается фурнитура, &nbsp;оснащены дополнительным бруском. Накладка на дверь изготавливается методом горячего прессования, благодаря которому поверхность двери получается рельефно..","5 786 руб.",http://belwooddoors.ru/image/cache/data/123/irda_sl_do-100x200.png,http://belwooddoors.ru/doors?product_id=436,"Шпонированные двери / Двери экошпон"
"Роялти слоновая кость остекленная ","Модель двери Роялти жемчужного цвета или с оттенком слоновой кости произведена на основе добротной сосны. Для прочности ее укрепляют накладками и брусками МДФ толщиной в 6 мм. Профиль модели декорирован. За счет этого дверь выглядит презентабельно. Она покрывается особой эмалью, содержащей полиур..","6 510 руб.",http://belwooddoors.ru/image/cache/data/123/royalty_sl_do-100x200.png,http://belwooddoors.ru/doors?product_id=437,"Шпонированные двери / Двери экошпон"
"Роялти слоновая кость глухая","Модель двери Роялти жемчужного цвета или с оттенком слоновой кости произведена на основе добротной сосны. Для прочности ее укрепляют накладками и брусками МДФ толщиной в 6 мм. Профиль модели декорирован. За счет этого дверь выглядит презентабельно. Она покрывается особой эмалью, содержащей полиур..","4 702 руб.",http://belwooddoors.ru/image/cache/data/123/royalty_sl_dg-100x200.png,http://belwooddoors.ru/doors?product_id=438,"Шпонированные двери / Двери экошпон"
"Элина слоновая кость остекленная ","Дверь из брусьев сосны с применением МДФ-накладок толщиной в 6 мм. Модель Элина укрепляется специальными брусьями, которые устанавливают в полотно с дверной фурнитурой.    	Профиль модели декорирован. Торцы обрабатываются слоем защитной эмали. За счет этого Элина не желтеет, не трескается. Царапи..","6 510 руб.",http://belwooddoors.ru/image/cache/data/123/elina_sl_do-100x200.png,http://belwooddoors.ru/doors?product_id=439,"Шпонированные двери / Двери экошпон"
"Палаццо Белый","Межкомнатная белорусская дверь Белвуддорс Палаццо белый, глухая    	Технологически усовершенствованные межкомнатные двери, сочетающие в себе изящный дизайн и прочную конструкцию. Высококачественная белоснежная отделка модели&nbsp;ПАЛАЦЦО&nbsp;на основе полиуретановых красок и грунтов не только пр..","13 998 руб.",http://belwooddoors.ru/image/cache/data/123/palazzo_white-100x200.jpg,http://belwooddoors.ru/doors/palazzo_white,"Шпонированные двери / Двери экошпон"
"Элина слоновая кость глухая","Дверь из брусьев сосны с применением МДФ-накладок толщиной в 6 мм. Модель Элина укрепляется специальными брусьями, которые устанавливают в полотно с дверной фурнитурой.    	Профиль модели декорирован. Торцы обрабатываются слоем защитной эмали. За счет этого Элина не желтеет, не трескается. Царапи..","4 702 руб.",http://belwooddoors.ru/image/cache/data/123/elina_sl_dg-100x200.png,http://belwooddoors.ru/doors?product_id=440,"Шпонированные двери / Двери экошпон"
"Палермо  орех грецкий остекленная ","Модель «Палермо» выпускаются в двух вариантах: полотно глухое и полотно остекленное.  	Остекленное полотно : Мателюкс белый с пескоструйным рисунком, Мателюкс белый с витражным рисунком.  	Каркас полотна изготавливается из сосновых брусков с применением стабилизирующей МДФ подложки.  	«Палермо» о..","7 123 руб.",http://belwooddoors.ru/image/no_door.jpg,http://belwooddoors.ru/doors?product_id=451,"Шпонированные двери / Двери экошпон"
"Палаццо Слоновая кость","Межкомнатная белорусская дверь Белвуддорс Палаццо слоновая кость, глухая    	Технологически усовершенствованные межкомнатные двери, сочетающие в себе изящный дизайн и прочную конструкцию. Высококачественная белоснежная отделка модели&nbsp;ПАЛАЦЦО&nbsp;на основе полиуретановых красок и грунтов не ..","13 998 руб.",http://belwooddoors.ru/image/cache/data/123/palazzo_ivory-100x200.jpg,http://belwooddoors.ru/doors/palazzo_ivory,"Шпонированные двери / Двери экошпон"
"АЛЯСКА 01 Айсберг","Аляска 01 построена на сосновом каркасе с филенками из МДФ. Изделие имеет подложку для стабилизации из МДФ.    	Покрытие двери окутывает все элементы двери, прекрасно защищает ее от воды и Солнца. Не содержит в себе вредных для человека веществ (фенол). Дверь легко мыть.    	Такая модель обладает..","3 689 руб.",http://belwooddoors.ru/image/no_door.jpg,http://belwooddoors.ru/doors?product_id=441,"Шпонированные двери / Двери экошпон"
"Палермо  орех грецкий глухая","Модель «Палермо» выпускаются в двух вариантах: полотно глухое и полотно остекленное.  	Остекленное полотно : Мателюкс белый с пескоструйным рисунком, Мателюкс белый с витражным рисунком.  	Каркас полотна изготавливается из сосновых брусков с применением стабилизирующей МДФ подложки.  	«Палермо» о..","5 286 руб.",http://belwooddoors.ru/image/no_door.jpg,http://belwooddoors.ru/doors?product_id=452,"Шпонированные двери / Двери экошпон"
"Палаццо белый патина серебро","Межкомнатная белорусская дверь Белвуддорс Палаццо белый, глухая    	Технологически усовершенствованные межкомнатные двери, сочетающие в себе изящный дизайн и прочную конструкцию. Высококачественная белоснежная отделка модели&nbsp;ПАЛАЦЦО&nbsp;на основе полиуретановых красок и грунтов не только пр..","16 796 руб.",http://belwooddoors.ru/image/cache/data/123/palazzo_white_silver-100x200.jpg,http://belwooddoors.ru/doors/palazzo_white_silver,"Шпонированные двери / Двери экошпон"
"АЛЯСКА 01 Шервуд","Аляска 01 построена на сосновом каркасе с филенками из МДФ. Изделие имеет подложку для стабилизации из МДФ.    	Покрытие двери окутывает все элементы двери, прекрасно защищает ее от воды и Солнца. Не содержит в себе вредных для человека веществ (фенол). Дверь легко мыть.    	Такая модель обладает..","3 689 руб.",http://belwooddoors.ru/image/no_door.jpg,http://belwooddoors.ru/doors?product_id=442,"Шпонированные двери / Двери экошпон"
"Палермо  орех шате глухая","Модель «Палермо» выпускаются в двух вариантах: полотно глухое и полотно остекленное.  	Остекленное полотно : Мателюкс белый с пескоструйным рисунком, Мателюкс белый с витражным рисунком.  	Каркас полотна изготавливается из сосновых брусков с применением стабилизирующей МДФ подложки.  	«Палермо» о..","5 286 руб.",http://belwooddoors.ru/image/no_door.jpg,http://belwooddoors.ru/doors?product_id=453,"Шпонированные двери / Двери экошпон"
"Палаццо слоновая кость патина золото","Межкомнатная белорусская дверь Белвуддорс Палаццо белый, глухая    	Технологически усовершенствованные межкомнатные двери, сочетающие в себе изящный дизайн и прочную конструкцию. Высококачественная белоснежная отделка модели&nbsp;ПАЛАЦЦО&nbsp;на основе полиуретановых красок и грунтов не только пр..","16 796 руб.","http://belwooddoors.ru/image/cache/data/123/ кость патина золото-100x200.jpg",http://belwooddoors.ru/doors/palazzo_ivory_gold,"Шпонированные двери / Двери экошпон"
"АЛЯСКА 02 Айсберг","Модель Аляска 02 произведена из соснового массива. Это прочное изделие со специальным покрытием, обволакивающим каждый элемент изделия. Оно защищает от растрескивания, сохраняет текстуру имитирующую ценные породы древесины. Прекрасно переносит холод, жару, влажность. Безопасно для человека, в нем..","3 689 руб.",http://belwooddoors.ru/image/no_door.jpg,http://belwooddoors.ru/doors?product_id=443,"Шпонированные двери / Двери экошпон"
"Палермо  орех шате остекленная ","Модель «Палермо» выпускаются в двух вариантах: полотно глухое и полотно остекленное.  	Остекленное полотно : Мателюкс белый с пескоструйным рисунком, Мателюкс белый с витражным рисунком.  	Каркас полотна изготавливается из сосновых брусков с применением стабилизирующей МДФ подложки.  	«Палермо» о..","7 123 руб.",http://belwooddoors.ru/image/no_door.jpg,http://belwooddoors.ru/doors?product_id=454,"Шпонированные двери / Двери экошпон"
"Ирида капучино остекленная ","Основой двери ИРИДА&nbsp;является комбинированный каркас из массива сосны и МДФ. Места, где на дверное полотно устанавливается фурнитура, &nbsp;оснащены дополнительным бруском. Накладка на дверь изготавливается методом горячего прессования, благодаря которому поверхность двери получается рельефно..","5 786 руб.",http://belwooddoors.ru/image/cache/data/123/irda_kap_do-100x200.png,http://belwooddoors.ru/doors?product_id=433,"Шпонированные двери / Двери экошпон"
"АЛЯСКА 02 Шервуд","Модель Аляска 02 произведена из соснового массива. Это прочное изделие со специальным покрытием, обволакивающим каждый элемент изделия. Оно защищает от растрескивания, сохраняет текстуру имитирующую ценные породы древесины. Прекрасно переносит холод, жару, влажность. Безопасно для человека, в нем..","3 689 руб.",http://belwooddoors.ru/image/no_door.jpg,http://belwooddoors.ru/doors?product_id=444,"Шпонированные двери / Двери экошпон"
"Ирида слоновая кость глухая","Основой двери ИРИДА&nbsp;является комбинированный каркас из массива сосны и МДФ. Места, где на дверное полотно устанавливается фурнитура, &nbsp;оснащены дополнительным бруском. Накладка на дверь изготавливается методом горячего прессования, благодаря которому поверхность двери получается рельефно..","4 702 руб.",http://belwooddoors.ru/image/cache/data/123/irda_sl_dg-100x200.png,http://belwooddoors.ru/doors?product_id=434,"Шпонированные двери / Двери экошпон"
"АЛЯСКА 03 Айсберг","Модель Аляска 03 изготовлена из соснового массива. Изделие покрыто специальным составом из полипропилена. Состав покрытия предупреждает разрушение от влаги, жары. Он безопасен для окружающих и не содержит в примесей фенола и формальдегида.    	&nbsp;    	Филенки и стоевые элементы модели выполнен..","3 689 руб.",http://belwooddoors.ru/image/no_door.jpg,http://belwooddoors.ru/doors?product_id=445,"Шпонированные двери / Двери экошпон"
"Юнита 208 ДГ Серый Дуб","Межкомнатные белорусские&nbsp; двери Belwooddoors Уника Серый Дуб глухая.    	белорусская дверь Юнита 208 Серый дуб глухая Belwwoddors имеет глухое дверное полотно толщиной 4 см. Благодаря применению полипропилена премиум класса с 3D текстурой,покрытие имеет повышенную степень прочности и отличае..","6 761 руб.",http://belwooddoors.ru/image/cache/data/123/unita_208_seryi_dub-100x200.jpg,http://belwooddoors.ru/doors?product_id=416,"Шпонированные двери / Двери экошпон"
"Уника 208  Эшвуд остекленная","Межкомнатные белорусские двери Белвуддорс Уника Эш вуд остекленная.    	Межкомнатные двери с покрытием экошпон взыскали свою популярность в Беларуси и за ее пределами за счет неизменно высокого качества. Белорусская дверь Уника 208 Эшвуд остекленная имеет приятный цвет и современный дизайн. Данна..","8 345 руб.",http://belwooddoors.ru/image/cache/data/123/ynika_208_eshwood_po-100x200.jpg,http://belwooddoors.ru/doors?product_id=415,"Шпонированные двери / Двери экошпон"
"Уника 208 Nero Nobile остекленная","Межкомнатные белорусские двери Белвуддорс&nbsp;Уника 208 Nero Nobile остекленная.    	Межкомнатные двери с покрытием экошпон взыскали свою популярность в Беларуси и за ее пределами за счет неизменно высокого качества. Белорусская дверь Уника 208 Nero Nobile остекленная имеет приятный цвет и совре..","8 345 руб.",http://belwooddoors.ru/image/no_door.jpg,http://belwooddoors.ru/doors?product_id=448,"Шпонированные двери / Двери экошпон"
"Уника 208 Бьянко нобиле остекленная","Межкомнатные белорусские двери Белвуддорс Уника 208 Бьянко нобиле остекленная.    	Межкомнатные двери с покрытием экошпон взыскали свою популярность в Беларуси и за ее пределами за счет неизменно высокого качества. Белорусская дверь Уника 208 Бьянко нобиле остекленная имеет приятный цвет и соврем..","8 345 руб.",http://belwooddoors.ru/image/no_door.jpg,http://belwooddoors.ru/doors?product_id=450,"Шпонированные двери / Двери экошпон"
"Уника 208 Nero Nobile глухая","Межкомнатные белорусские двери Belwooddoors&nbsp;Уника 208 Nero Nobile глухая.    	Новая модель дверей белорусского производителя Belwooddoors имеет универсальный внешний вид и приемлемую цену. Дверь Уника 208 Nero Nobile глухаяБелвуддорс изготовлена из экологически чистых материалов по стандарта..","6 761 руб.",http://belwooddoors.ru/image/no_door.jpg,http://belwooddoors.ru/doors?product_id=447,"Шпонированные двери / Двери экошпон"
"Уника 208 Бьянко нобиле глухая","Межкомнатные белорусские двери Belwooddoors&nbsp;Уника 208 Бьянко нобиле глухая.    	Новая модель дверей белорусского производителя Belwooddoors имеет универсальный внешний вид и приемлемую цену. Дверь Уника 208 Бьянко нобиле глухая Белвуддорс изготовлена из экологически чистых материалов по стан..","6 761 руб.",http://belwooddoors.ru/image/no_door.jpg,http://belwooddoors.ru/doors?product_id=449,"Шпонированные двери / Двери экошпон"
"Уника 208 Эшвуд глухая","Межкомнатные белорусские двери Belwooddoors Уника Эш вуд глухая.    	Новая модель дверей белорусского производителя Belwooddoors имеет универсальный внешний вид и приемлемую цену. Дверь Уника 208 Эшвуд глухая Белвуддорс изготовлена из экологически чистых материалов по стандартам европейского обра..","6 761 руб.",http://belwooddoors.ru/image/cache/data/123/ynika_208_eshwood_pg-100x200.jpg,http://belwooddoors.ru/doors?product_id=417,"Шпонированные двери / Двери экошпон"
"Matrix 01 Cерый дуб","Межкомнатная белорусская дверь Белвуддорс Matrix 01 серый дуб.    	Данная модель может стать основной изюминкой интерьера, если в вашей комнате серебристый или стальной цвет являются базовыми. Облицована дверь Matrix 01 Белвуддорс современным улучшенным полипропиленом, за счет чего достигается гл..","5 681 руб.",http://belwooddoors.ru/image/cache/data/123/matrix_01_seryi_dub-100x200.jpg,http://belwooddoors.ru/doors?product_id=407,"Шпонированные двери / Двери экошпон"
"Matrix 02 Cерый дуб","Межкомнатная белорусская дверь Belwooddoors Matrix 02 Серый дуб.    	Двери Matrix 02 Серый дуб являются ярким представителем современного стиля. Дверь выглядит элегантно и изысканно, и выгодно отличается от дверей других производителей своими улучшенными техническими показателями. В изготовлении ..","5 935 руб.",http://belwooddoors.ru/image/cache/data/123/matrix_02_seryi_dub-100x200.jpg,http://belwooddoors.ru/doors?product_id=357,"Шпонированные двери / Двери экошпон"
"Matrix 01 Бьянко нобиле","Межкомнатная белорусская дверь Белвуддорс Matrix 01 Бьянко нобиле.    	Сверху полотно Мирелла Орех Белвуддорс покрыто натуральным шпоном с применением стабилизирующей МДФ-подложки. В качестве покрытия для полотна используется лак BeckerAcroma производства Швеция, благодаря чему дверь становится м..","5 426 руб.",http://belwooddoors.ru/image/cache/data/123/matrix_01_bianco_nobile-100x200.jpg,http://belwooddoors.ru/doors?product_id=408,"Шпонированные двери / Двери экошпон"
"Matrix 02 Бьянко нобиле","Межкомнатная белорусская дверь Belwooddoors Matrix 02 Бьянко нобиле.    	Легкость и простота линий,вот основные преимущества этой модели.&nbsp; Белый цвет является универсальным, он предает воздушность помещению, при этом, вы можете не бояться что дверь &nbsp;Матрикс бьянко нобиле будет конфликто..","5 681 руб.",http://belwooddoors.ru/image/cache/data/new1/matrix02_plombir-100x200.jpg,http://belwooddoors.ru/doors?product_id=359,"Шпонированные двери / Двери экошпон"
"Авангард люкс орех ДО","Межкомнатная белорусская дверь Belwoodddoors Авангард люкс орех остекленная.    	Двери Авангард орех ДО представляет собой полотно с объемным 3D покрытием выполненным из натурального шпона. Центральная часть полотна имеет горизонтальное направление шпона, боковые стойки вертикальное. Центром прит..","8 567 руб.",http://belwooddoors.ru/image/cache/data/new/avanorex-100x200.jpg,http://belwooddoors.ru/doors?product_id=325,"Шпонированные двери / Двери экошпон"
"Авангард орех ДГ","Межкомнатная белорусская дверь Belwoodddoors Авангард орех глухая.    	Двери Авангард орех ДГ( в глухом исполнении) представляют собой новую моду в оформлении межкомнатных дверей. Текстурное,объемное 3D покрытие придает необычный формат изделию. Игра света на изгибах натурального шпона делает каж..","6 681 руб.",http://belwooddoors.ru/image/cache/data/new/avan-orex(1)-100x200.jpg,http://belwooddoors.ru/doors?product_id=332,"Шпонированные двери / Двери экошпон"
"Авангард люкс венге ДО","Межкомнатная белорусская дверь Белвуддорс Авангард люкс венге остекленная.    	Двери Авангард ДО венге&nbsp; привлекают внимание умело подобранным сочетание черного непрозрачного остекления в центральной части полотна и игрой света на шпонированной волнообразной поверхности. Выполненная в популяр..","8 567 руб.",http://belwooddoors.ru/image/cache/data/new/avangvengepo-100x200.jpg,http://belwooddoors.ru/doors?product_id=326,"Шпонированные двери / Двери экошпон"
"Авангард венге ДГ","Межкомнатная белорусская дверь Белвуддорс Авангард венге глухая.    	Двери Авангард ДГ венге&nbsp; с неповторимым рисунком шпона в формате 3D не оставляют никого равнодушным к яркому и необычному дизайну. Разнонаправленный шпон центральной и боковой поверхности лишь подчеркивает эксклюзивность мо..","6 681 руб.",http://belwooddoors.ru/image/cache/data/new/avanvengepg-100x200.jpg,http://belwooddoors.ru/doors?product_id=324,"Шпонированные двери / Двери экошпон"
"Классика люкс венге ст.24","Межкомнатная белорусская дверь Белвуддорс&nbsp; Классика люкс венге остекленная.    	Двери Классика Люкс венге со стеклом 24 логическая пара к глухому полотну. Дизайн глухого полотна разбавлен центральной вставкой из стекла с пескоструйным рисунком""Мателюкс белый""    	Дверь Классика люкс Остеклен..","6 273 руб.",http://belwooddoors.ru/image/cache/data/new/klassik_venge-100x200.jpg,http://belwooddoors.ru/doors?product_id=330,"Шпонированные двери / Двери экошпон"
"Классика люкс венге","Межкомнатная белорусская дверь Белвуддорс&nbsp; Классика люкс венге глухая.    	Дверь межкомнатная модель “Классика Люкс” изготавливается в глухом исполнении с покрытием шпоном fine-line в цвете венге.  	В данной модели используются сосновые закладные. Проставя комбинация с разным направлением шп..","4 300 руб.",http://belwooddoors.ru/image/cache/data/123/klassica_lux_venge-100x200.jpg,http://belwooddoors.ru/doors/classica_lux_wenge,"Шпонированные двери / Двери экошпон"
"Классика люкс орех ст.24","Межкомнатная белорусская дверь Belwooddoors Классика люкс орех остекленная.    	В двери Классика Люкс орех остекленная&nbsp; ценральное место занимает центральное остекление с пескоструйным рисунком ""Мателюкс белый""и все это подчеркивается насыщенным классическим ореховым цветом шпона,имеющим к т..","6 273 руб.",http://belwooddoors.ru/image/cache/data/new/klassik_orex-100x200.jpg,http://belwooddoors.ru/doors?product_id=327,"Шпонированные двери / Двери экошпон"
"Классика люкс орех","Межкомнатная белорусская дверь Белвуддорс Классика люкс орех глухая.    	Дверь межкомнатная модель “Классика Люкс” изготавливается в глухом исполнении с покрытием шпоном fine-line в цвете орех.  	В данной модели используются сосновые закладные. Изюминкой дизайна двери является шпон центральной ча..","4 300 руб.",http://belwooddoors.ru/image/cache/data/123/klassica_lux_orex-100x200.jpg,http://belwooddoors.ru/doors/classica_lux_nutwood,"Шпонированные двери / Двери экошпон"
"Классика люкс дуб ст.24","Межкомнатная белорусская дверь Белвуддорс&nbsp; Классика люкс дуб остекленная.    	Двери Классика дуб остекленная с центральным пескоструйным стеклом ""Мателюкс белый"" сразу полюбилась покупателям. Яркий шпон натурального дуба в сочетании с цениральным остеклением и разнонаправленным шпоном та гре..","6 273 руб.",http://belwooddoors.ru/image/cache/data/new/klassik_dub-100x200.jpg,http://belwooddoors.ru/doors?product_id=328,"Шпонированные двери / Двери экошпон"
"Классика люкс дуб","Межкомнатная белорусская дверь Belwooddoors&nbsp; Классика люкс дуб глухая.    	Дверь межкомнатная модель “Классика Люкс” изготавливается в глухом исполнении с покрытием шпоном fine-line в цвете дуб. Ярко выраженный перпендикулярный друг к другу шпон в центральной части и боковых стоек создают вс..","4 300 руб.",http://belwooddoors.ru/image/cache/data/123/klassica_lux_dub-100x200.jpg,http://belwooddoors.ru/doors/classica_lux_oak,"Шпонированные двери / Двери экошпон"
"Челси грецкий орех ДО","Межкомнатная белорусская дверь Belwoodddoors Челси Грецкий орех остекленная.    	Дверь межкомнатная Челси остекленная - это дверь подетальной сборки, изготовленная из экологически чистых материалов по лучшим европейским стандартам.  	Детали стоевых изготовлены из массива сосны. Покрытие выполнено..","5 223 руб.",http://belwooddoors.ru/image/cache/data/new/kapriceza-grecorex-do-100x200.png,http://belwooddoors.ru/doors/chelsey_greece,"Шпонированные двери / Двери экошпон"
